date,t,rr1,rr3,rr6,ff,raf10,rafper,u,vv,n,cl,cm,ch,day,week,precipitation,cloudy_day
2021-09-10 15:00:00,296.35,0.0,0.4,2.0,5.1,7.6,8.5,69,20000,60.0,38.0,20.0,10.0,2021-09-10,36,0,0
2021-09-10 18:00:00,293.65,0.8,0.8,1.2,2.7,5.8,8.8,81,5000,75.0,39.0,20.0,10.0,2021-09-10,36,1,0
2021-09-10 21:00:00,291.25,0.0,1.6,2.4,1.8,4.0,5.4,86,48230,75.0,35.0,23.0,10.0,2021-09-10,36,0,0
2021-09-11 00:00:00,289.65,0.0,0.0,1.6,2.4,3.4,3.7,93,18000,60.0,35.0,20.0,10.0,2021-09-11,36,0,0
2021-09-11 03:00:00,288.45,0.0,0.0,0.0,1.8,2.7,3.7,89,18000,60.0,35.0,23.0,10.0,2021-09-11,36,0,0
2021-09-11 06:00:00,286.45,0.0,0.0,0.0,2.3,3.1,3.4,95,19070,10.0,35.0,20.0,11.0,2021-09-11,36,0,0
2021-09-11 09:00:00,292.45,0.0,0.0,0.0,4.5,7.9,7.9,63,30000,25.0,38.0,20.0,11.0,2021-09-11,36,0,0
2021-09-11 12:00:00,294.45,0.0,0.0,0.0,4.5,6.4,7.8,57,30000,75.0,38.0,20.0,10.0,2021-09-11,36,0,0
2021-09-11 15:00:00,295.45,0.0,0.0,0.0,3.2,5.5,6.6,55,35000,90.0,38.0,20.428571428571427,10.571428571428571,2021-09-11,36,0,0
2021-09-11 18:00:00,292.95,0.0,0.0,0.0,2.1,2.8,4.0,62,25000,75.0,38.0,20.0,11.0,2021-09-11,36,0,0
2021-09-11 21:00:00,288.85,0.0,0.0,0.0,0.9,3.5,4.3,69,25000,50.0,30.0,20.0,11.0,2021-09-11,36,0,0
2021-09-12 00:00:00,287.05,0.0,0.0,0.0,1.0,1.2,1.2,84,25000,90.0,35.0,20.0,11.0,2021-09-12,36,0,0
2021-09-12 03:00:00,288.85,0.0,0.0,0.0,0.8,1.3,1.6,76,28910,90.0,35.0,20.5,11.0,2021-09-12,36,0,0
2021-09-12 06:00:00,286.05,0.0,0.0,0.0,1.2,1.6,2.6,88,15410,25.0,35.0,20.0,11.0,2021-09-12,36,0,0
2021-09-12 09:00:00,292.65,0.0,0.0,0.0,2.3,6.1,6.3,57,19750,90.0,30.0,20.0,11.0,2021-09-12,36,0,0
2021-09-12 12:00:00,295.45,0.0,0.0,0.0,1.1,3.1,5.5,49,21820,90.0,31.0,23.0,11.0,2021-09-12,36,0,0
2021-09-12 15:00:00,295.75,0.0,0.0,0.0,1.8,3.8,5.3,47,31600,90.0,33.0,20.5,11.0,2021-09-12,36,0,0
2021-09-12 18:00:00,292.95,0.0,0.0,0.0,3.5,4.3,5.8,57,43230,60.0,35.0,20.0,12.0,2021-09-12,36,0,0
2021-09-12 21:00:00,290.05,0.0,0.0,0.0,2.6,3.7,4.0,68,36970,0.0,30.0,20.0,10.0,2021-09-12,36,0,0
2021-09-13 00:00:00,289.05,0.0,0.0,0.0,1.5,2.2,2.2,73,37220,75.0,33.285714285714285,20.0,11.142857142857142,2021-09-13,37,0,0
2021-09-13 03:00:00,288.25,0.0,0.0,0.0,2.1,2.6,2.6,79,33630,60.0,35.0,20.0,10.0,2021-09-13,37,0,0
2021-09-13 06:00:00,287.05,0.0,0.0,0.0,3.3,4.4,5.3,85,25000,60.0,35.0,20.0,11.0,2021-09-13,37,0,0
2021-09-13 09:00:00,293.15,0.0,0.0,0.0,3.3,5.2,6.0,62,19910,75.0,30.0,20.0,11.0,2021-09-13,37,0,0
2021-09-13 12:00:00,298.95,0.0,0.0,0.0,4.0,7.6,7.7,49,25000,75.0,35.0,20.0,11.0,2021-09-13,37,0,0
2021-09-13 15:00:00,298.75,0.0,0.0,0.0,5.0,6.9,7.3,47,25000,75.0,38.0,20.0,11.0,2021-09-13,37,0,0
2021-09-13 18:00:00,296.65,0.0,0.0,0.0,4.0,5.4,6.1,56,25000,75.0,30.0,20.0,12.0,2021-09-13,37,0,0
2021-09-13 21:00:00,293.55,0.0,0.0,0.0,3.3,5.2,5.2,68,20000,75.0,30.0,20.0,12.0,2021-09-13,37,0,0
2021-09-14 00:00:00,291.95,0.0,0.0,0.0,1.5,2.2,2.4,77,20000,90.0,30.0,23.0,12.0,2021-09-14,37,0,0
2021-09-14 03:00:00,290.35,0.8,0.8,0.8,2.9,4.5,4.6,92,15000,90.0,39.0,25.0,12.0,2021-09-14,37,1,0
2021-09-14 06:00:00,290.35,0.0,0.2,1.0,3.5,6.1,6.1,95,10000,90.0,39.0,27.0,12.0,2021-09-14,37,0,0
2021-09-14 09:00:00,292.35,0.0,3.4,3.6,4.5,6.2,6.2,95,14900,100.0,36.285714285714285,25.0,12.0,2021-09-14,37,0,0
2021-09-14 12:00:00,297.25,0.0,0.4,3.8,3.8,6.8,6.8,74,20000,90.0,31.0,23.0,12.0,2021-09-14,37,0,0
2021-09-14 15:00:00,298.25,0.0,0.0,0.4,3.3,5.6,6.4,66,29880,90.0,38.0,25.0,12.0,2021-09-14,37,0,0
2021-09-14 18:00:00,294.75,0.8,1.2,1.2,1.7,2.8,4.7,90,15000,90.0,39.0,27.0,12.0,2021-09-14,37,1,0
2021-09-14 21:00:00,293.85,0.0,0.4,1.6,1.2,2.7,4.1,96,9100,90.0,38.0,25.0,12.0,2021-09-14,37,0,0
2021-09-15 00:00:00,292.35,0.0,0.0,0.4,2.0,3.3,4.9,94,20000,90.0,35.0,23.0,10.679578754578754,2021-09-15,37,0,0
2021-09-15 03:00:00,292.05,0.0,0.2,0.2,1.5,2.2,2.6,96,20000,90.0,35.0,23.0,10.679578754578754,2021-09-15,37,0,0
2021-09-15 06:00:00,291.55,0.0,0.0,0.2,1.7,2.6,2.7,97,12610,100.0,36.6,23.0,10.679578754578754,2021-09-15,37,0,0
2021-09-15 09:00:00,292.25,1.0,10.1,10.1,2.4,3.9,4.5,97,3770,90.0,39.0,23.0,10.679578754578754,2021-09-15,37,1,0
2021-09-15 12:00:00,294.95,0.0,0.2,10.3,1.8,7.6,7.6,82,34150,100.0,36.6,23.0,10.679578754578754,2021-09-15,37,0,0
2021-09-15 15:00:00,292.65,1.6,10.7,10.9,4.1,6.8,8.4,95,3000,90.0,39.0,23.0,10.679578754578754,2021-09-15,37,1,0
2021-09-15 18:00:00,292.35,0.0,0.0,10.7,3.0,4.2,7.1,87,6280,100.0,36.6,23.0,10.679578754578754,2021-09-15,37,0,0
2021-09-15 21:00:00,291.45,0.0,0.0,0.0,4.3,6.7,6.7,82,25000,90.0,35.0,23.0,10.679578754578754,2021-09-15,37,0,0
2021-09-16 00:00:00,289.75,0.0,0.0,0.0,1.3,2.9,4.0,85,25000,50.0,35.0,20.0,10.0,2021-09-16,37,0,0
2021-09-16 03:00:00,289.15,0.0,0.0,0.0,2.8,4.4,4.4,89,19470,100.0,34.4,20.0,10.4,2021-09-16,37,0,0
2021-09-16 06:00:00,288.75,0.0,0.0,0.0,2.9,5.4,5.9,87,13150,90.0,34.4,20.0,10.4,2021-09-16,37,0,0
2021-09-16 09:00:00,292.25,0.0,0.0,0.0,3.4,5.7,7.4,67,20000,40.0,31.0,20.0,11.0,2021-09-16,37,0,0
2021-09-16 12:00:00,295.15,0.0,0.0,0.0,2.3,4.6,6.8,52,18890,61.42857142857143,34.4,20.0,10.4,2021-09-16,37,0,0
2021-09-16 15:00:00,294.15,0.0,0.0,0.0,1.4,3.5,6.4,51,32820,75.0,38.0,20.0,11.0,2021-09-16,37,0,0
2021-09-16 18:00:00,293.05,0.0,0.0,0.0,2.7,3.5,4.3,61,48530,75.0,38.0,20.0,10.0,2021-09-16,37,0,0
2021-09-16 21:00:00,288.55,0.0,0.0,0.0,0.5,1.1,1.1,84,28860,0.0,30.0,20.0,10.0,2021-09-16,37,0,0
2021-09-17 00:00:00,287.25,0.0,0.0,0.0,0.5,0.7,1.0,97,20000,0.0,30.0,20.0,10.0,2021-09-17,37,0,0
2021-09-17 03:00:00,285.15,0.0,0.0,0.0,0.0,0.5,0.9,97,480,32.5,31.166666666666668,20.5,10.5,2021-09-17,37,0,0
2021-09-17 06:00:00,285.45,0.0,0.0,0.0,0.0,0.0,1.7,99,5450,32.5,31.166666666666668,20.5,10.5,2021-09-17,37,0,0
2021-09-17 09:00:00,292.15,0.0,0.0,0.0,1.8,4.7,4.7,70,20000,10.0,30.0,20.0,11.0,2021-09-17,37,0,0
2021-09-17 12:00:00,294.85,0.0,0.0,0.0,2.9,5.9,6.9,52,20000,60.0,31.0,20.0,11.0,2021-09-17,37,0,0
2021-09-17 15:00:00,296.15,0.0,0.0,0.0,2.8,5.5,5.7,47,20000,40.0,31.0,20.0,11.0,2021-09-17,37,0,0
2021-09-17 18:00:00,292.45,0.0,0.0,0.0,2.3,3.6,4.8,60,25000,10.0,35.0,20.0,10.0,2021-09-17,37,0,0
2021-09-17 21:00:00,289.95,0.0,0.0,0.0,1.9,2.3,2.4,77,25000,75.0,30.0,23.0,10.0,2021-09-17,37,0,0
2021-09-18 00:00:00,287.45,0.0,0.0,0.0,0.0,0.6,1.4,85,25000,10.0,30.0,23.0,10.0,2021-09-18,37,0,0
2021-09-18 03:00:00,286.55,0.0,0.0,0.0,0.5,0.9,1.3,87,15870,60.0,30.0,23.0,10.0,2021-09-18,37,0,0
2021-09-18 06:00:00,287.25,0.0,0.0,0.0,2.2,3.2,3.4,85,25000,90.0,30.0,27.0,10.5,2021-09-18,37,0,0
2021-09-18 09:00:00,291.85,0.0,0.0,0.0,1.5,2.9,3.8,66,15320,25.0,35.0,23.0,10.0,2021-09-18,37,0,0
2021-09-18 12:00:00,296.95,0.0,0.0,0.0,3.2,5.8,6.1,51,30000,50.0,38.0,23.0,12.0,2021-09-18,37,0,0
2021-09-18 15:00:00,296.05,0.0,0.0,0.0,2.9,5.3,5.5,53,26330,59.285714285714285,34.142857142857146,23.8,10.5,2021-09-18,37,0,0
2021-09-18 18:00:00,293.15,0.0,0.0,0.0,3.6,6.8,6.8,70,15000,90.0,38.0,23.8,10.5,2021-09-18,37,0,0
2021-09-18 21:00:00,291.55,0.0,0.0,0.0,1.7,2.8,4.0,81,25000,90.0,38.0,23.8,10.5,2021-09-18,37,0,0
2021-09-19 00:00:00,291.05,0.0,0.0,0.0,3.6,5.4,5.4,84,20000,90.0,35.0,24.0,11.0,2021-09-19,37,0,0
2021-09-19 03:00:00,290.05,0.0,0.0,0.0,3.6,5.7,6.1,88,20000,90.0,35.0,23.0,11.0,2021-09-19,37,0,0
2021-09-19 06:00:00,288.65,0.0,0.0,0.0,2.8,4.7,5.4,83,18470,90.0,35.0,23.0,11.0,2021-09-19,37,0,0
2021-09-19 09:00:00,291.45,0.0,0.0,0.0,3.5,5.5,5.5,70,21360,90.0,35.333333333333336,24.0,11.0,2021-09-19,37,0,0
2021-09-19 12:00:00,294.95,0.0,0.0,0.0,3.1,5.9,6.5,59,19950,90.0,30.0,23.0,11.0,2021-09-19,37,0,0
2021-09-19 15:00:00,295.55,0.0,0.0,0.0,3.0,5.8,7.2,52,28100,90.0,35.333333333333336,24.0,11.0,2021-09-19,37,0,0
2021-09-19 18:00:00,292.45,0.0,0.0,0.0,4.7,7.6,11.4,75,13030,90.0,39.0,24.0,11.0,2021-09-19,37,0,0
2021-09-19 21:00:00,289.75,0.0,0.0,0.0,5.8,8.3,9.2,83,18000,90.0,38.0,27.0,11.0,2021-09-19,37,0,0
2021-09-20 00:00:00,286.95,5.7,5.9,5.9,3.2,5.4,8.4,92,1200,90.0,39.0,23.5,10.0,2021-09-20,38,1,0
2021-09-20 03:00:00,286.95,0.4,10.1,16.0,2.4,4.0,4.9,93,13810,100.0,35.0,22.0,10.0,2021-09-20,38,1,0
2021-09-20 06:00:00,286.95,0.0,0.4,10.5,1.7,2.7,3.8,93,11550,85.0,37.333333333333336,23.5,10.0,2021-09-20,38,0,0
2021-09-20 09:00:00,290.15,0.0,0.0,0.4,3.1,5.2,5.5,86,14190,90.0,37.333333333333336,23.5,10.0,2021-09-20,38,0,0
2021-09-20 12:00:00,291.15,0.0,0.0,0.0,2.4,4.0,6.2,80,19650,90.0,38.0,23.5,10.0,2021-09-20,38,0,0
2021-09-20 15:00:00,293.25,0.0,0.0,0.0,2.4,3.9,5.9,65,25000,75.0,38.0,23.0,10.0,2021-09-20,38,0,0
2021-09-20 18:00:00,290.55,0.6,0.6,0.6,3.8,6.5,6.6,84,3000,90.0,39.0,26.0,10.0,2021-09-20,38,1,0
2021-09-20 21:00:00,289.15,0.0,3.3,3.9,3.0,4.0,4.5,93,2570,60.0,35.0,23.0,10.0,2021-09-20,38,0,0
2021-09-21 00:00:00,286.85,0.0,0.0,3.3,2.7,4.5,5.0,87,8000,40.0,35.0,20.0,10.0,2021-09-21,38,0,0
2021-09-21 03:00:00,285.85,0.0,0.0,0.0,2.4,3.4,3.9,86,10000,60.0,35.0,20.0,10.0,2021-09-21,38,0,0
2021-09-21 06:00:00,284.45,0.0,0.0,0.0,2.7,5.2,6.1,88,10000,10.0,30.0,20.0,11.0,2021-09-21,38,0,0
2021-09-21 09:00:00,287.55,0.0,0.0,0.0,6.3,8.8,10.7,64,10000,0.0,30.0,20.0,10.0,2021-09-21,38,0,0
2021-09-21 12:00:00,290.25,0.0,0.0,0.0,6.1,9.9,9.9,62,10000,90.0,38.0,20.0,10.833333333333334,2021-09-21,38,0,0
2021-09-21 15:00:00,290.95,0.0,0.0,0.0,4.9,6.8,9.3,64,10000,90.0,38.0,20.0,10.833333333333334,2021-09-21,38,0,0
2021-09-21 18:00:00,289.25,0.0,0.0,0.0,3.0,4.8,4.8,71,16570,90.0,30.0,20.0,12.0,2021-09-21,38,0,0
2021-09-21 21:00:00,287.15,0.0,0.0,0.0,2.7,3.7,3.8,79,7320,75.0,30.0,20.0,12.0,2021-09-21,38,0,0
2021-09-22 00:00:00,285.05,0.0,0.0,0.0,0.9,1.2,2.8,86,12000,75.0,30.0,20.0,12.0,2021-09-22,38,0,0
2021-09-22 03:00:00,284.45,0.0,0.0,0.0,2.5,3.4,3.5,88,9000,60.0,30.0,20.0,12.0,2021-09-22,38,0,0
2021-09-22 06:00:00,283.45,0.0,0.0,0.0,1.4,2.5,4.3,90,7500,60.0,35.0,20.0,12.0,2021-09-22,38,0,0
2021-09-22 09:00:00,288.55,0.0,0.0,0.0,2.2,4.0,4.0,66,5830,57.857142857142854,30.714285714285715,20.0,11.714285714285714,2021-09-22,38,0,0
2021-09-22 12:00:00,292.75,0.0,0.0,0.0,3.6,6.0,7.5,46,20000,50.0,30.0,20.0,12.0,2021-09-22,38,0,0
2021-09-22 15:00:00,293.75,0.0,0.0,0.0,2.8,5.0,6.5,47,20000,50.0,30.0,20.0,12.0,2021-09-22,38,0,0
2021-09-22 18:00:00,291.25,0.0,0.0,0.0,2.9,4.4,4.9,55,25000,60.0,30.0,20.0,11.0,2021-09-22,38,0,0
2021-09-22 21:00:00,288.25,0.0,0.0,0.0,2.3,3.1,5.2,71,25000,50.0,30.0,20.0,11.0,2021-09-22,38,0,0
2021-09-23 00:00:00,285.85,0.0,0.0,0.0,0.9,1.4,2.7,80,25000,10.0,30.0,20.0,11.0,2021-09-23,38,0,0
2021-09-23 03:00:00,283.35,0.0,0.0,0.0,1.2,1.4,1.5,92,11750,0.0,30.0,20.0,10.0,2021-09-23,38,0,0
2021-09-23 06:00:00,283.05,0.0,0.0,0.0,0.8,1.7,2.1,94,18000,10.0,30.0,20.0,11.0,2021-09-23,38,0,0
2021-09-23 09:00:00,291.15,0.0,0.2,0.2,1.7,3.0,3.6,66,20000,50.0,30.0,20.0,11.0,2021-09-23,38,0,0
2021-09-23 12:00:00,294.05,0.0,0.0,0.2,1.9,4.4,4.8,49,25000,10.0,30.0,20.0,11.0,2021-09-23,38,0,0
2021-09-23 15:00:00,296.15,0.0,0.0,0.0,2.3,4.3,5.7,45,19850,0.0,30.0,20.0,10.0,2021-09-23,38,0,0
2021-09-23 18:00:00,292.05,0.0,0.0,0.0,1.2,1.7,6.3,61,20000,50.0,30.0,20.0,11.0,2021-09-23,38,0,0
2021-09-23 21:00:00,288.55,0.0,0.0,0.0,2.0,3.5,4.4,81,20000,50.0,30.0,20.0,11.0,2021-09-23,38,0,0
2021-09-24 00:00:00,286.75,0.0,0.0,0.0,0.5,1.2,2.8,87,10000,40.0,30.0,20.0,11.0,2021-09-24,38,0,0
2021-09-24 03:00:00,286.35,0.0,0.0,0.0,1.7,2.9,4.6,95,6130,100.0,36.0,20.0,10.2,2021-09-24,38,0,0
2021-09-24 06:00:00,286.55,0.0,0.0,0.0,1.7,2.5,2.5,97,5500,90.0,36.0,20.0,10.2,2021-09-24,38,0,0
2021-09-24 09:00:00,290.25,0.0,0.0,0.0,2.0,4.3,4.3,79,16000,90.0,35.0,20.0,10.2,2021-09-24,38,0,0
2021-09-24 12:00:00,293.25,0.0,0.0,0.0,3.0,6.1,6.1,65,25000,60.0,35.0,20.0,10.0,2021-09-24,38,0,0
2021-09-24 15:00:00,295.45,0.0,0.0,0.0,2.8,5.7,6.5,56,25000,10.0,35.0,20.0,10.0,2021-09-24,38,0,0
2021-09-24 18:00:00,292.05,0.0,0.0,0.0,1.0,1.5,4.1,68,25000,0.0,30.0,20.0,10.0,2021-09-24,38,0,0
2021-09-24 21:00:00,289.55,0.0,0.0,0.0,1.8,2.2,2.9,81,25000,0.0,30.0,20.0,10.0,2021-09-24,38,0,0
2021-09-25 00:00:00,286.55,0.0,0.0,0.0,0.6,0.9,2.5,92,10000,0.0,30.0,20.0,10.0,2021-09-25,38,0,0
2021-09-25 03:00:00,284.15,0.0,0.0,0.0,0.0,0.6,1.3,98,200,0.0,30.0,20.0,10.0,2021-09-25,38,0,0
2021-09-25 06:00:00,283.65,0.2,0.2,0.2,0.9,1.5,2.4,99,1090,50.833333333333336,30.2,21.6,10.75,2021-09-25,38,1,0
2021-09-25 09:00:00,288.85,0.0,0.0,0.2,2.2,3.1,3.1,83,7890,50.0,30.0,20.0,12.0,2021-09-25,38,0,0
2021-09-25 12:00:00,295.95,0.0,0.0,0.0,2.1,4.4,5.0,55,15670,90.0,30.0,20.0,11.0,2021-09-25,38,0,0
2021-09-25 15:00:00,297.25,0.0,0.0,0.0,1.8,3.0,3.6,53,27400,75.0,30.2,21.6,10.75,2021-09-25,38,0,0
2021-09-25 18:00:00,294.35,0.0,0.0,0.0,1.7,3.9,3.9,69,13390,90.0,31.0,28.0,10.75,2021-09-25,38,0,0
2021-09-25 21:00:00,290.95,0.0,0.0,0.0,3.0,4.7,7.8,91,12070,50.833333333333336,30.2,21.6,10.75,2021-09-25,38,0,0
2021-09-26 00:00:00,288.75,0.0,0.0,0.0,0.8,1.3,2.9,94,12000,75.0,36.0,23.0,11.0,2021-09-26,38,0,0
2021-09-26 03:00:00,287.95,0.0,0.0,0.0,1.2,1.6,2.0,97,12000,90.0,35.0,27.0,10.5,2021-09-26,38,0,0
2021-09-26 06:00:00,289.05,0.0,0.0,0.0,3.4,5.3,5.8,98,8000,100.0,36.0,25.0,10.5,2021-09-26,38,0,0
2021-09-26 09:00:00,291.05,0.0,0.0,0.0,3.6,6.0,6.0,87,16340,100.0,38.0,25.0,10.5,2021-09-26,38,0,0
2021-09-26 12:00:00,292.05,1.2,1.2,1.2,4.3,6.8,9.2,86,23770,88.33333333333333,36.166666666666664,25.0,10.5,2021-09-26,38,1,0
2021-09-26 15:00:00,293.45,1.4,1.6,2.8,4.5,8.6,11.9,84,16200,75.0,33.0,23.0,10.0,2021-09-26,38,1,0
2021-09-26 18:00:00,291.75,0.0,0.0,1.6,3.3,5.2,8.0,88,20000,90.0,39.0,27.0,10.5,2021-09-26,38,0,0
2021-09-26 21:00:00,290.05,0.0,0.0,0.0,2.3,3.6,4.1,94,14580,88.33333333333333,36.166666666666664,25.0,10.5,2021-09-26,38,0,0
2021-09-27 00:00:00,288.95,0.0,0.0,0.0,2.9,4.0,5.0,97,12390,75.0,34.857142857142854,20.0,10.0,2021-09-27,39,0,0
2021-09-27 03:00:00,289.35,0.0,0.2,0.2,3.7,6.1,6.1,96,12000,100.0,36.0,20.0,10.0,2021-09-27,39,0,0
2021-09-27 06:00:00,289.25,0.0,0.0,0.2,3.7,7.3,7.3,93,20000,90.0,36.0,20.0,10.0,2021-09-27,39,0,0
2021-09-27 09:00:00,289.65,0.0,0.4,0.4,3.2,5.5,6.4,94,20000,100.0,35.0,20.0,10.0,2021-09-27,39,0,0
2021-09-27 12:00:00,286.95,3.7,4.5,4.9,4.4,8.7,13.5,91,6000,100.0,38.0,20.0,10.0,2021-09-27,39,1,0
2021-09-27 15:00:00,291.85,0.0,0.2,4.7,3.8,6.8,9.4,63,30000,40.0,32.0,20.0,10.0,2021-09-27,39,0,0
2021-09-27 18:00:00,288.65,0.0,0.0,0.2,1.4,2.1,5.7,71,53630,10.0,32.0,20.0,10.0,2021-09-27,39,0,0
2021-09-27 21:00:00,284.55,0.0,0.0,0.0,0.7,1.0,1.2,87,41690,10.0,35.0,20.0,10.0,2021-09-27,39,0,0
2021-09-28 00:00:00,284.65,0.0,0.0,0.0,1.1,1.9,1.9,91,31190,75.0,35.0,23.0,11.0,2021-09-28,39,0,0
2021-09-28 03:00:00,283.25,0.0,0.0,0.0,1.3,1.8,1.8,95,30000,75.0,35.0,20.0,11.0,2021-09-28,39,0,0
2021-09-28 06:00:00,282.65,0.0,0.2,0.2,1.1,1.8,2.5,95,24940,75.0,32.42857142857143,22.142857142857142,11.142857142857142,2021-09-28,39,0,0
2021-09-28 09:00:00,287.25,0.0,0.0,0.2,1.7,3.1,3.1,79,30000,90.0,30.0,20.0,12.0,2021-09-28,39,0,0
2021-09-28 12:00:00,290.75,0.0,0.0,0.0,2.4,4.6,6.3,61,35060,90.0,31.0,23.0,12.0,2021-09-28,39,0,0
2021-09-28 15:00:00,292.05,0.0,0.0,0.0,4.1,6.8,7.4,48,30000,60.0,31.0,23.0,11.0,2021-09-28,39,0,0
2021-09-28 18:00:00,288.95,0.0,0.0,0.0,2.1,4.0,4.8,60,57540,75.0,30.0,23.0,11.0,2021-09-28,39,0,0
2021-09-28 21:00:00,286.95,0.0,0.0,0.0,3.1,5.4,5.4,71,30000,60.0,35.0,23.0,10.0,2021-09-28,39,0,0
2021-09-29 00:00:00,287.15,0.0,0.0,0.0,3.3,5.5,7.9,71,25000,90.0,35.0,25.25,10.666666666666666,2021-09-29,39,0,0
2021-09-29 03:00:00,287.25,0.0,0.0,0.0,6.5,11.3,12.6,84,51880,75.0,38.0,27.0,10.0,2021-09-29,39,0,0
2021-09-29 06:00:00,285.25,3.3,3.5,3.5,3.6,5.6,13.7,91,10000,100.0,38.0,25.25,10.666666666666666,2021-09-29,39,1,0
2021-09-29 09:00:00,287.85,0.0,0.0,3.5,6.4,9.1,9.3,74,11270,50.0,38.0,27.0,10.666666666666666,2021-09-29,39,0,0
2021-09-29 12:00:00,289.05,0.0,0.0,0.0,7.2,15.9,15.9,57,15000,90.0,39.0,25.25,10.666666666666666,2021-09-29,39,0,0
2021-09-29 15:00:00,288.85,0.0,0.0,0.0,6.3,10.0,13.7,54,28130,75.0,38.0,27.0,10.0,2021-09-29,39,0,0
2021-09-29 18:00:00,286.35,0.0,0.0,0.0,3.0,4.7,9.5,68,52280,75.71428571428571,36.57142857142857,25.25,10.666666666666666,2021-09-29,39,0,0
2021-09-29 21:00:00,283.65,0.0,0.0,0.0,2.5,3.4,3.8,76,20000,50.0,30.0,20.0,12.0,2021-09-29,39,0,0
2021-09-30 00:00:00,281.95,0.0,0.0,0.0,2.4,3.1,3.6,84,20000,10.0,30.0,20.0,11.0,2021-09-30,39,0,0
2021-09-30 03:00:00,280.55,0.0,0.0,0.0,1.0,2.0,3.5,91,25000,0.0,30.0,20.0,10.0,2021-09-30,39,0,0
2021-09-30 06:00:00,279.15,0.0,0.2,0.2,1.5,2.2,2.7,93,25000,25.0,30.0,20.0,11.0,2021-09-30,39,0,0
2021-09-30 09:00:00,286.45,0.0,0.0,0.2,2.4,4.3,4.3,67,30000,60.0,30.0,23.0,11.0,2021-09-30,39,0,0
2021-09-30 12:00:00,289.75,0.0,0.0,0.0,5.5,8.7,9.2,49,30000,50.0,31.0,23.0,11.0,2021-09-30,39,0,0
2021-09-30 15:00:00,291.15,0.0,0.0,0.0,5.0,7.8,9.9,40,30000,50.0,30.0,23.0,11.0,2021-09-30,39,0,0
2021-09-30 18:00:00,288.15,0.0,0.0,0.0,2.0,2.9,4.7,53,25000,75.0,30.0,23.0,11.0,2021-09-30,39,0,0
2021-09-30 21:00:00,285.75,0.0,0.0,0.0,2.1,2.8,3.7,61,42240,75.0,30.0,20.0,11.0,2021-09-30,39,0,0
2021-06-01 00:00:00,287.45,0.0,0.0,0.0,1.1,2.0,4.6,54,25000,0.0,30.0,20.0,10.0,2021-06-01,22,0,0
2021-06-01 03:00:00,286.25,0.0,0.0,0.0,2.3,3.7,3.7,58,25000,0.0,30.0,20.0,10.0,2021-06-01,22,0,0
2021-06-01 06:00:00,289.35,0.0,0.0,0.0,2.0,3.1,4.3,53,25000,0.0,30.0,20.0,10.0,2021-06-01,22,0,0
2021-06-01 09:00:00,295.35,0.0,0.0,0.0,2.7,4.9,5.6,50,25000,10.0,30.0,20.0,11.0,2021-06-01,22,0,0
2021-06-01 12:00:00,298.85,0.0,0.0,0.0,3.9,6.6,7.9,42,19810,10.0,30.0,20.0,11.0,2021-06-01,22,0,0
2021-06-01 15:00:00,300.25,0.0,0.0,0.0,4.1,6.7,7.4,40,25000,10.0,30.0,20.0,11.0,2021-06-01,22,0,0
2021-06-01 18:00:00,299.35,0.0,0.0,0.0,4.8,7.2,7.6,46,24720,25.0,31.0,20.0,11.0,2021-06-01,22,0,0
2021-06-01 21:00:00,295.75,0.0,0.0,0.0,3.7,5.3,5.3,57,40520,25.0,30.0,20.0,11.0,2021-06-01,22,0,0
2021-06-02 00:00:00,292.25,0.0,0.0,0.0,2.0,3.9,4.7,63,44950,10.0,30.0,23.0,10.0,2021-06-02,22,0,0
2021-06-02 03:00:00,288.85,0.0,0.0,0.0,1.4,1.8,2.9,79,25000,10.0,30.0,20.0,11.0,2021-06-02,22,0,0
2021-06-02 06:00:00,291.15,0.0,0.0,0.0,2.5,4.5,4.5,79,17200,40.0,30.0,23.0,11.0,2021-06-02,22,0,0
2021-06-02 09:00:00,297.45,0.0,0.0,0.0,4.5,7.6,7.6,67,17030,60.0,30.0,23.0,11.0,2021-06-02,22,0,0
2021-06-02 12:00:00,299.15,0.0,0.0,0.0,5.7,10.1,10.1,59,25000,75.0,38.0,28.0,11.0,2021-06-02,22,0,0
2021-06-02 15:00:00,298.35,0.0,0.0,0.0,8.1,12.5,13.3,59,25000,75.0,38.0,28.0,11.0,2021-06-02,22,0,0
2021-06-02 18:00:00,296.05,0.0,0.0,0.0,3.5,5.7,7.7,67,25000,75.0,38.0,23.0,11.0,2021-06-02,22,0,0
2021-06-02 21:00:00,293.35,0.0,0.0,0.0,3.5,5.5,7.6,79,18000,75.0,35.0,23.0,10.0,2021-06-02,22,0,0
2021-06-03 00:00:00,291.95,0.0,0.0,0.0,1.4,2.1,5.7,82,17620,90.0,30.0,23.0,11.0,2021-06-03,22,0,0
2021-06-03 03:00:00,290.75,0.0,0.0,0.0,0.7,1.5,2.7,87,12920,100.0,32.4,23.8,11.0,2021-06-03,22,0,0
2021-06-03 06:00:00,291.95,0.0,0.0,0.0,1.7,2.9,2.9,86,13900,100.0,32.4,23.8,11.0,2021-06-03,22,0,0
2021-06-03 09:00:00,296.05,0.0,0.0,0.0,0.9,2.3,2.9,68,14140,90.0,31.0,23.0,11.0,2021-06-03,22,0,0
